Cell Line HMS LINCS ID,Cell Line Name,Protein HMS LINCS ID,Protein Name,Ligand Concentration,Conc unit,Measured pAkt:10min (a.u.),Measured pAkt:30min (a.u.),Measured pAkt:90min (a.u.),Measured pErk:10min (a.u.),Measured pErk:30min (a.u.),Measured pErk:90min (a.u.),Measured LigRespELISA pAKT (a.u.),Measured LigRespELISA pERK (a.u.)
50107,BT-483,200856,IGF-II,1,ng/ml,3194.052,2044.519,1562.611,281.972,281.972,281.972,,
50107,BT-483,200856,IGF-II,100,ng/ml,3520.904,1036.161,3121.679,281.972,281.972,281.972,,
50108,BT-549,200856,IGF-II,1,ng/ml,8973.83,9184.071,9605.923,1911.946,2228.059,2420.14,,
50108,BT-549,200856,IGF-II,100,ng/ml,13958.765,14545.367,19448.808,2236.079,2134.4,2719.896,,
50131,CAMA-1,200856,IGF-II,1,ng/ml,4934.867,3886.158,3371.167,70.213,70.213,63430.621,,
50131,CAMA-1,200856,IGF-II,100,ng/ml,4968.345,4259.452,5326.886,70.213,952.69,70.213,,
50206,HCC1395,200856,IGF-II,1,ng/ml,9237.374,8152.83,10096.912,2294.372,2294.372,2294.372,,
50206,HCC1395,200856,IGF-II,100,ng/ml,10659.558,13861.041,20815.762,2294.372,2294.372,2294.372,,
50207,HCC1419,200856,IGF-II,1,ng/ml,18471.77,16207.401,19741.913,25986.942,24236.643,28279.972,,
50207,HCC1419,200856,IGF-II,100,ng/ml,18449.962,18865.594,25991.415,25031.198,27716.354,25344.211,,
50208,HCC1428,200856,IGF-II,1,ng/ml,1040.119,1040.119,1040.119,103.861,103.861,235.599,,
50208,HCC1428,200856,IGF-II,100,ng/ml,1040.119,1040.119,1910.06,103.861,103.861,323.177,,
50210,HCC1569,200856,IGF-II,1,ng/ml,17103.411,13535.492,13201.325,4750.357,4315.16,3946.763,,
50210,HCC1569,200856,IGF-II,100,ng/ml,25904.524,26162.726,49703.599,6266.696,5328.261,8269.358,,
50211,HCC1806,200856,IGF-II,1,ng/ml,7244.549,6822.111,6988.13,2649.338,2649.338,2649.338,,
50211,HCC1806,200856,IGF-II,100,ng/ml,37165.823,42062.72,54205.72,10179.459,10595.736,11857.536,,
50212,HCC1937,200856,IGF-II,1,ng/ml,1570.365,1326.256,2596.152,520.536,343.118,1207.216,,
50212,HCC1937,200856,IGF-II,100,ng/ml,4791.556,4554.833,9714.107,1671.284,1954.894,1374.373,,
50213,HCC1954,200856,IGF-II,1,ng/ml,3182.923,2837.77,4084.821,6864.732,5007.248,5592.135,,
50213,HCC1954,200856,IGF-II,100,ng/ml,4165.986,4606.234,3605.505,6157.895,4014.128,7697.229,,
50214,HCC202,200856,IGF-II,1,ng/ml,51801.311,48166.385,54570.944,4027.818,3538.244,5022.702,,
50214,HCC202,200856,IGF-II,100,ng/ml,41855.699,53636.586,48443.438,3853.187,3749.678,4201.173,,
50216,HCC38,200856,IGF-II,1,ng/ml,3094.29,2614.753,3099.164,501.719,418.725,433.302,,
50216,HCC38,200856,IGF-II,100,ng/ml,5755.323,4764.632,6667.497,1223.577,954.917,1480.954,,
50219,HCC70,200856,IGF-II,1,ng/ml,8944.913,9433.577,9668.578,820.84,389.868,389.868,,
50219,HCC70,200856,IGF-II,100,ng/ml,9890.274,10650.054,12330.832,389.868,389.868,817.039,,
50238,Hs 578T,200856,IGF-II,1,ng/ml,3449.877,3087.408,2716.232,2884.432,3680.499,4558.902,,
50238,Hs 578T,200856,IGF-II,100,ng/ml,3713.229,4006.316,7366.074,3252.922,4456.126,5287.068,,
50327,MDA-MB-134-VI,200856,IGF-II,1,ng/ml,842.221,842.221,842.221,1696.538,1510.121,852.184,,
50327,MDA-MB-134-VI,200856,IGF-II,100,ng/ml,842.221,842.221,1271.356,1476.069,586.411,1706.951,,
50328,MDA-MB-157,200856,IGF-II,1,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50328,MDA-MB-157,200856,IGF-II,100,ng/ml,2898.045,2734.08,1963.886,775.606,252.457,252.457,,
50329,MDA-MB-175-VII,200856,IGF-II,1,ng/ml,12574.112,11698.395,13184.8,24667.884,23212.563,23519.634,,
50329,MDA-MB-175-VII,200856,IGF-II,100,ng/ml,12040.778,14656.516,16141.441,24854.469,24401.267,24689.48,,
50331,MDA-MB-361,200856,IGF-II,1,ng/ml,2379.33,1350.52,1130.376,166.17,166.17,166.17,,
50331,MDA-MB-361,200856,IGF-II,100,ng/ml,3133.804,3073.043,5400.992,166.17,166.17,166.17,,
50332,MDA-MB-415,200856,IGF-II,1,ng/ml,22343.435,24478.633,25418.587,43.437,43.437,43.437,,
50332,MDA-MB-415,200856,IGF-II,100,ng/ml,19348.382,24912.435,29230.729,43.437,43.437,43.437,,
50333,MDA-MB-436,200856,IGF-II,1,ng/ml,4499.743,2516.985,4020.224,2360.487,2360.487,2360.487,,
50333,MDA-MB-436,200856,IGF-II,100,ng/ml,5177.815,6985.597,11945.517,2360.487,3566.498,5085.712,,
50334,MDA-MB-453,200856,IGF-II,1,ng/ml,5097.337,5135.91,5050.908,1279.837,1270.321,1691.787,,
50334,MDA-MB-453,200856,IGF-II,100,ng/ml,5490.018,4527.904,7364.193,1346.601,1450.237,2765.79,,
50335,MDA-MB-468,200856,IGF-II,1,ng/ml,19993.299,18237.452,20318.154,3717.147,3616.496,3908.544,,
50335,MDA-MB-468,200856,IGF-II,100,ng/ml,23747.408,30340.007,43099.83,4242.138,4929.498,4011.989,,
50541,T47D,200856,IGF-II,1,ng/ml,5879.161,5689.834,5720.893,1084.361,748.315,1250.028,,
50541,T47D,200856,IGF-II,100,ng/ml,8664.058,8066.458,15911.057,1546.505,2677.189,3538.643,,
50556,UACC-812,200856,IGF-II,1,ng/ml,3236.518,4270.911,4797.633,24358.23,28078.961,29114.275,,
50556,UACC-812,200856,IGF-II,100,ng/ml,3784.45,5256.599,4335.524,27269.321,29683.121,30560.297,,
50557,UACC-893,200856,IGF-II,1,ng/ml,25274.486,21542.294,24295.887,2073.098,2073.098,2073.098,,
50557,UACC-893,200856,IGF-II,100,ng/ml,26126.696,23731.631,28120.035,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200856,IGF-II,1,ng/ml,3973.405,2949.709,4368.434,1306.755,466.137,443.835,,
50574,ZR-75-1,200856,IGF-II,100,ng/ml,9818.87,10104.362,18189.198,3210.758,1051.459,2863.425,,
50575,ZR-75-30,200856,IGF-II,1,ng/ml,8252.133,5810.046,7686.896,20122.578,15257.988,18892.046,,
50575,ZR-75-30,200856,IGF-II,100,ng/ml,9119.553,6073.587,7878.396,20436.143,17155.734,19399.963,,
50576,184B5,200856,IGF-II,1,ng/ml,4576.197,3370.412,5265.365,8236.145,8065.188,8729.409,,
50576,184B5,200856,IGF-II,100,ng/ml,18265.122,10372.296,19319.696,14234.466,11210.749,7321.356,,
50578,HCC1187,200856,IGF-II,1,ng/ml,13713.57,14039.204,16343.583,248.314,248.314,248.314,,
50578,HCC1187,200856,IGF-II,100,ng/ml,33153.124,42775.605,58813.262,248.314,248.314,629.78,,
50579,HCC1500,200856,IGF-II,1,ng/ml,1878.23,1244.241,1244.241,3077.164,3077.164,3077.164,,
50579,HCC1500,200856,IGF-II,100,ng/ml,1870.569,1244.241,2880.448,3077.164,3077.164,3077.164,,
50583,MCF 10A,200856,IGF-II,1,ng/ml,7694.616,3943.375,12630.767,10454.262,2157.849,12520.993,,
50583,MCF 10A,200856,IGF-II,100,ng/ml,22678.078,24868.331,17983.58,7938.823,12455.828,2091.246,,
50584,MCF 10F,200856,IGF-II,1,ng/ml,3709.684,2432.627,1978.757,407.425,407.425,407.425,,
50584,MCF 10F,200856,IGF-II,100,ng/ml,6959.124,5162.045,5704.394,1586.646,407.425,407.425,,
51089,MCF12A,200856,IGF-II,1,ng/ml,2314.485,1625.191,1146.985,6288.166,6582.731,6877.843,,
51089,MCF12A,200856,IGF-II,100,ng/ml,2836.7,2233.09,3736.055,6786.492,7851.311,10980.402,,
50029,MCF7,200854,INS,1,ng/ml,889.109,889.109,2007.882,248.778,248.778,248.778,,
50029,MCF7,200854,INS,100,ng/ml,2289.585,2901.882,4597.554,248.778,248.778,248.778,,
50057,SK-BR-3,200854,INS,1,ng/ml,9071.993,8195.835,8409.819,2173.008,2173.008,2173.008,,
50057,SK-BR-3,200854,INS,100,ng/ml,8936.949,8477.928,8484.713,2173.008,2173.008,2173.008,,
50058,MDA-MB-231,200854,INS,1,ng/ml,1487.724,547.073,547.073,466.346,31.585,31.585,,
50058,MDA-MB-231,200854,INS,100,ng/ml,547.073,547.073,547.073,941.141,31.585,31.585,,
50091,AU565,200854,INS,1,ng/ml,6441.363,6978.643,6448.838,8388.368,7443.542,4504.181,,
50091,AU565,200854,INS,100,ng/ml,7540.498,7073.663,8375.524,9676.75,4429.966,7020.738,,
50105,BT-20,200854,INS,1,ng/ml,5564.765,7305.989,8139.986,1534.825,72.625,830.75,,
50105,BT-20,200854,INS,100,ng/ml,7709.811,7032.475,9352.462,862.514,72.625,2169.323,,
50106,BT-474,200854,INS,1,ng/ml,17811.888,13956.199,16048.354,6892.779,6776.312,6611.512,,
50106,BT-474,200854,INS,100,ng/ml,17491.523,15198.967,14603.515,7153.505,6776.624,7507.935,,
50107,BT-483,200854,INS,1,ng/ml,2256.841,1036.161,1591.295,281.972,281.972,281.972,,
50107,BT-483,200854,INS,100,ng/ml,1036.161,1036.161,2897.21,281.972,281.972,281.972,,
50108,BT-549,200854,INS,1,ng/ml,11489.19,9091.326,9524.429,2209.914,1683.854,1826.426,,
50108,BT-549,200854,INS,100,ng/ml,11278.069,11994.493,16843.442,1972.611,1709.105,2894.508,,
50131,CAMA-1,200854,INS,1,ng/ml,4443.545,3458.877,3863.542,70.213,70.213,70.213,,
50131,CAMA-1,200854,INS,100,ng/ml,3050.159,4042.123,4632.989,70.213,70.213,70.213,,
50206,HCC1395,200854,INS,1,ng/ml,9093.606,8198.446,9596.54,2294.372,2294.372,2294.372,,
50206,HCC1395,200854,INS,100,ng/ml,11637.75,13205.625,15159.446,2294.372,2294.372,2294.372,,
50207,HCC1419,200854,INS,1,ng/ml,29085.292,28724.06,27672.478,21615.832,22659.492,22199.494,,
50207,HCC1419,200854,INS,100,ng/ml,28454.215,29469.051,32919.526,23565.097,22221.816,26124.186,,
50208,HCC1428,200854,INS,1,ng/ml,1040.119,1040.119,1040.119,103.861,103.861,103.861,,
50208,HCC1428,200854,INS,100,ng/ml,1040.119,1040.119,3044.742,103.861,103.861,221.881,,
50210,HCC1569,200854,INS,1,ng/ml,26161.865,23399.016,24019.5,5285.162,3776.946,4263.46,,
50210,HCC1569,200854,INS,100,ng/ml,26032.568,22913.938,30867.142,4835.249,3603.753,4971.937,,
50211,HCC1806,200854,INS,1,ng/ml,10078.483,11020.753,8881.907,2649.338,2649.338,2649.338,,
50211,HCC1806,200854,INS,100,ng/ml,34626.71,28035.972,43040.225,10793.073,11618.411,10093.966,,
50212,HCC1937,200854,INS,1,ng/ml,2318.563,3161.078,4621.891,343.118,343.118,343.118,,
50212,HCC1937,200854,INS,100,ng/ml,12342.291,11424.248,10937.803,4475.173,2464.125,1014.881,,
50213,HCC1954,200854,INS,1,ng/ml,2570.452,3237.941,3410.77,5370.069,6698.658,6425.503,,
50213,HCC1954,200854,INS,100,ng/ml,2462.938,3851.018,4013.348,7156.885,4504.48,7353.858,,
50214,HCC202,200854,INS,1,ng/ml,48695.782,53546.981,55296.223,2702.255,3411.377,3756.647,,
50214,HCC202,200854,INS,100,ng/ml,52550.306,52700.045,52247.949,3785.468,3158.656,4190.966,,
50216,HCC38,200854,INS,1,ng/ml,3173.334,2431.238,2541.373,488.045,230.384,501.945,,
50216,HCC38,200854,INS,100,ng/ml,2721.199,2900.235,4270.736,691.853,327.639,795.066,,
50219,HCC70,200854,INS,1,ng/ml,7963.264,8342.895,8550.249,389.868,389.868,389.868,,
50219,HCC70,200854,INS,100,ng/ml,7990.911,8653.753,8572.712,389.868,389.868,1064.7,,
50238,Hs 578T,200854,INS,1,ng/ml,3200.697,2584.139,2728.46,2712.177,3719.107,4518.831,,
50238,Hs 578T,200854,INS,100,ng/ml,2887.787,2858.33,3940.085,3313.009,3935.898,6196.496,,
50327,MDA-MB-134-VI,200854,INS,1,ng/ml,842.221,842.221,842.221,1569.607,688.986,1708.627,,
50327,MDA-MB-134-VI,200854,INS,100,ng/ml,842.221,842.221,1933.059,942.849,1974.279,1395.457,,
50328,MDA-MB-157,200854,INS,1,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50328,MDA-MB-157,200854,INS,100,ng/ml,4973.848,4002.447,3336.204,1157.765,1701.057,616.225,,
50329,MDA-MB-175-VII,200854,INS,1,ng/ml,12066.245,12566.292,14971.846,22834.292,21946.626,25366.224,,
50329,MDA-MB-175-VII,200854,INS,100,ng/ml,15581.583,21382.112,27367.992,22070.404,20919.968,21844.91,,
50331,MDA-MB-361,200854,INS,1,ng/ml,2002.347,751.209,751.209,166.17,166.17,447.532,,
50331,MDA-MB-361,200854,INS,100,ng/ml,1681.342,1730.399,2853.51,166.17,166.17,166.17,,
50332,MDA-MB-415,200854,INS,1,ng/ml,34649.175,31708.963,32120.527,43.437,43.437,43.437,,
50332,MDA-MB-415,200854,INS,100,ng/ml,35265.815,29093.172,29000.495,43.437,43.437,127.823,,
50333,MDA-MB-436,200854,INS,1,ng/ml,8728.903,2652.702,3554.337,5972.102,2360.487,2360.487,,
50333,MDA-MB-436,200854,INS,100,ng/ml,7005.995,4100.588,6055.875,4283.083,2360.487,3616.711,,
50334,MDA-MB-453,200854,INS,1,ng/ml,5920.165,4451.361,4507.358,1158.341,592.265,1926.276,,
50334,MDA-MB-453,200854,INS,100,ng/ml,5771.814,4411.076,6884.496,1191.769,592.265,2592.571,,
50335,MDA-MB-468,200854,INS,1,ng/ml,22125.691,25162.465,31384.649,3148.725,3201.409,3462,,
50335,MDA-MB-468,200854,INS,100,ng/ml,41308.433,42667.202,45123.631,6077.662,4464.376,4497.829,,
50541,T47D,200854,INS,1,ng/ml,6739.639,5269.587,5528.415,421.066,421.066,870.931,,
50541,T47D,200854,INS,100,ng/ml,5427.765,6108.55,7487.944,637.962,723.048,1794.456,,
50556,UACC-812,200854,INS,1,ng/ml,3108.765,3368.198,3799.768,22012.886,23867.409,26291.545,,
50556,UACC-812,200854,INS,100,ng/ml,3070.076,4098.676,5528.896,23070.958,24808.841,30214.794,,
50557,UACC-893,200854,INS,1,ng/ml,18396.707,22881.452,23996.383,2073.098,2073.098,2073.098,,
50557,UACC-893,200854,INS,100,ng/ml,21210.392,23586.638,26922.343,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200854,INS,1,ng/ml,3897.225,3506.566,4055.703,906.378,40.038,40.038,,
50574,ZR-75-1,200854,INS,100,ng/ml,18840.005,12456.619,12074.117,10174.578,1404.125,2133.566,,
50575,ZR-75-30,200854,INS,1,ng/ml,6840.564,5688.88,8237.627,18075.737,14736.314,19816.672,,
50575,ZR-75-30,200854,INS,100,ng/ml,7204.427,5459.226,7673.487,18312.543,13017.834,20572.58,,
50576,184B5,200854,INS,1,ng/ml,4744.687,1709.168,4819.456,5610.545,5657.365,6964.026,,
50576,184B5,200854,INS,100,ng/ml,5597.488,4103.454,7425.396,6821.516,4600.608,7059.535,,
50578,HCC1187,200854,INS,1,ng/ml,23824.291,35753.124,49413.412,248.314,248.314,248.314,,
50578,HCC1187,200854,INS,100,ng/ml,61463.002,66623.972,66018.216,248.314,248.314,248.314,,
50579,HCC1500,200854,INS,1,ng/ml,1904.016,1244.241,1869.706,3077.164,3077.164,3077.164,,
50579,HCC1500,200854,INS,100,ng/ml,1244.241,1244.241,2962.121,3077.164,3077.164,3077.164,,
50583,MCF 10A,200854,INS,1,ng/ml,3684.207,5450.82,3262.561,2753.048,7003.641,1980.431,,
50583,MCF 10A,200854,INS,100,ng/ml,3509.625,7471.333,5975.849,1870.965,6255.592,1927.68,,
50584,MCF 10F,200854,INS,1,ng/ml,2086.875,1671.879,599.698,407.425,407.425,407.425,,
50584,MCF 10F,200854,INS,100,ng/ml,1987.853,1637.451,2014.004,407.425,407.425,407.425,,
51089,MCF12A,200854,INS,1,ng/ml,2038.6,1203.113,1072.676,5649.352,5990.446,7829.801,,
51089,MCF12A,200854,INS,100,ng/ml,3672.001,2982.335,2893.387,6588.688,7959.02,10989.353,,
50029,MCF7,200862,NGF-beta,1,ng/ml,2906.393,2444.968,3049.186,834.755,248.778,248.778,,
50029,MCF7,200862,NGF-beta,100,ng/ml,2620.914,2944.059,3075.415,248.778,248.778,516.799,,
50057,SK-BR-3,200862,NGF-beta,1,ng/ml,9124.576,8102.413,8671.296,2173.008,2173.008,2173.008,,
50057,SK-BR-3,200862,NGF-beta,100,ng/ml,9667.493,8770.329,7702.63,2173.008,2173.008,6421.616,,
50058,MDA-MB-231,200862,NGF-beta,1,ng/ml,3111.324,1348.35,1107.539,31.585,67.016,31.585,,
50058,MDA-MB-231,200862,NGF-beta,100,ng/ml,2333.469,2119.976,881.871,31.585,31.585,143.732,,
50091,AU565,200862,NGF-beta,1,ng/ml,9056.41,7839.264,8256.041,9481.294,7237.058,6016.201,,
50091,AU565,200862,NGF-beta,100,ng/ml,10393.607,7395.306,9525.511,10475.431,3916.024,9108.397,,
50105,BT-20,200862,NGF-beta,1,ng/ml,7776.872,8579.357,9503.292,2444.164,979.888,1301.235,,
50105,BT-20,200862,NGF-beta,100,ng/ml,10579.18,8037.04,9518.992,2158.944,1678.212,3172.501,,
50106,BT-474,200862,NGF-beta,1,ng/ml,18951.671,16411.86,16886.144,7988.733,7507.468,7024.175,,
50106,BT-474,200862,NGF-beta,100,ng/ml,18377.558,12683.278,18283.109,8074.485,6873.329,8028.491,,
50107,BT-483,200862,NGF-beta,1,ng/ml,4251.78,1566.898,2615.374,1504.521,281.972,281.972,,
50107,BT-483,200862,NGF-beta,100,ng/ml,1599.563,1828.115,2399.276,281.972,281.972,281.972,,
50108,BT-549,200862,NGF-beta,1,ng/ml,12127.251,10644.606,11826.222,2712.352,2110.578,3110.61,,
50108,BT-549,200862,NGF-beta,100,ng/ml,11125.646,10734.71,10005.861,2864.85,3066.421,3962.868,,
50131,CAMA-1,200862,NGF-beta,1,ng/ml,5335.64,2963.503,4178.227,70.213,5382.592,70.213,,
50131,CAMA-1,200862,NGF-beta,100,ng/ml,3274.297,3397.675,4727.103,70.213,70.213,1321.051,,
50206,HCC1395,200862,NGF-beta,1,ng/ml,10198.012,8906.27,9286.066,2294.372,2294.372,2294.372,,
50206,HCC1395,200862,NGF-beta,100,ng/ml,11176.588,8743.281,10502.591,2294.372,2294.372,2294.372,,
50207,HCC1419,200862,NGF-beta,1,ng/ml,28468.354,29167.971,34210.917,22308.39,21732.814,25306.56,,
50207,HCC1419,200862,NGF-beta,100,ng/ml,31653.856,30492.434,34059.699,24276.917,23652.67,27014.086,,
50208,HCC1428,200862,NGF-beta,1,ng/ml,3340.534,3320.6,3056.261,266.19,725.501,677.291,,
50208,HCC1428,200862,NGF-beta,100,ng/ml,3484.573,2368.723,3453.922,592.737,517.382,2145.158,,
50210,HCC1569,200862,NGF-beta,1,ng/ml,20266.916,19959.689,21716.199,6404.944,3676.572,4326.978,,
50210,HCC1569,200862,NGF-beta,100,ng/ml,26914.7,20331.995,24336.438,4947.218,3938.958,9152.269,,
50211,HCC1806,200862,NGF-beta,1,ng/ml,3734.266,2837.79,5897.262,2649.338,2649.338,2649.338,,
50211,HCC1806,200862,NGF-beta,100,ng/ml,2336.83,6636.561,4959.48,2649.338,2649.338,6624.596,,
50212,HCC1937,200862,NGF-beta,1,ng/ml,3397.703,2676.799,3673.126,1425.648,343.118,1360.881,,
50212,HCC1937,200862,NGF-beta,100,ng/ml,3933.286,4200.732,3958.199,343.118,750.812,3131.012,,
50213,HCC1954,200862,NGF-beta,1,ng/ml,6235.89,2628.801,3229.865,5856.517,4996.25,5175.161,,
50213,HCC1954,200862,NGF-beta,100,ng/ml,5101.905,2741.564,4151.348,6722.365,4876.912,9763.587,,
50214,HCC202,200862,NGF-beta,1,ng/ml,52406.421,53418.179,57906.59,4012.704,4376.065,5310.165,,
50214,HCC202,200862,NGF-beta,100,ng/ml,65972.273,67051.211,65912.933,4871.102,5405.528,6310.087,,
50216,HCC38,200862,NGF-beta,1,ng/ml,2868.881,3090.206,3053.186,1185.893,334.512,229.63,,
50216,HCC38,200862,NGF-beta,100,ng/ml,3285.314,3279.912,3033.294,522.118,24.242,1980.861,,
50219,HCC70,200862,NGF-beta,1,ng/ml,8073.68,8205.004,9075.891,389.868,676.389,933.621,,
50219,HCC70,200862,NGF-beta,100,ng/ml,8419.616,8343.24,8821.537,647.663,922.973,1381.199,,
50238,Hs 578T,200862,NGF-beta,1,ng/ml,4187.412,3317.506,3458.121,4675.919,4752.866,6096.069,,
50238,Hs 578T,200862,NGF-beta,100,ng/ml,3161.792,3298.887,4184.54,5741.243,5416.288,7763.379,,
50327,MDA-MB-134-VI,200862,NGF-beta,1,ng/ml,842.221,842.221,1356.271,2890.388,1383.309,1557.877,,
50327,MDA-MB-134-VI,200862,NGF-beta,100,ng/ml,1298.212,1284.951,842.221,1780.142,1435.913,3290.932,,
50328,MDA-MB-157,200862,NGF-beta,1,ng/ml,1069.932,1069.932,2181.784,252.457,252.457,252.457,,
50328,MDA-MB-157,200862,NGF-beta,100,ng/ml,2429.493,1749.998,2273.722,1497.18,445.881,818.405,,
50329,MDA-MB-175-VII,200862,NGF-beta,1,ng/ml,13337.815,13767.907,15513.529,26833.815,31463.975,25374.502,,
50329,MDA-MB-175-VII,200862,NGF-beta,100,ng/ml,13570.191,16506.015,15588.24,23711.64,23445.402,25536.809,,
50331,MDA-MB-361,200862,NGF-beta,1,ng/ml,1643.943,751.209,1257.088,2540.578,166.17,166.17,,
50331,MDA-MB-361,200862,NGF-beta,100,ng/ml,751.209,1175.666,1722.256,166.17,166.17,166.17,,
50332,MDA-MB-415,200862,NGF-beta,1,ng/ml,36681.331,28648.402,32713.822,506.041,120.045,537.527,,
50332,MDA-MB-415,200862,NGF-beta,100,ng/ml,36305.893,34221.512,28803.971,678.076,628.884,909.388,,
50333,MDA-MB-436,200862,NGF-beta,1,ng/ml,25693.208,5203.031,5014.114,16651.496,2360.487,2360.487,,
50333,MDA-MB-436,200862,NGF-beta,100,ng/ml,6895.187,4055.28,4129.699,6604.462,4036.976,2360.487,,
50334,MDA-MB-453,200862,NGF-beta,1,ng/ml,6065.797,5288.793,5361.407,2122.763,1753.486,2379.2,,
50334,MDA-MB-453,200862,NGF-beta,100,ng/ml,6299.754,5574.718,6091.378,2409.068,2435.989,3250.547,,
50335,MDA-MB-468,200862,NGF-beta,1,ng/ml,22872.345,21981.959,22663.54,4037.824,3605.72,3026.739,,
50335,MDA-MB-468,200862,NGF-beta,100,ng/ml,22407.538,23913.615,26182.078,3633.295,3537.543,8559.002,,
50541,T47D,200862,NGF-beta,1,ng/ml,7554.744,6133.667,7716.973,1389.27,1553.902,2735.638,,
50541,T47D,200862,NGF-beta,100,ng/ml,5946.141,6122.144,6969.478,1769.311,1177.946,2736.491,,
50556,UACC-812,200862,NGF-beta,1,ng/ml,4660.061,4718.683,4008.532,26947.894,26103.995,25185.015,,
50556,UACC-812,200862,NGF-beta,100,ng/ml,4149.541,5398.492,4025.618,23840.726,27699.046,29756.546,,
50557,UACC-893,200862,NGF-beta,1,ng/ml,17278.781,19131.832,21514.28,2073.098,2073.098,2073.098,,
50557,UACC-893,200862,NGF-beta,100,ng/ml,23281.574,21344.051,24486.004,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200862,NGF-beta,1,ng/ml,3750.837,3291.136,3133.969,776.597,40.038,40.038,,
50574,ZR-75-1,200862,NGF-beta,100,ng/ml,3250.351,3168.781,2977.676,40.038,40.038,450.882,,
50575,ZR-75-30,200862,NGF-beta,1,ng/ml,5864.046,6814.844,6751.457,16008.723,18426.785,17394.737,,
50575,ZR-75-30,200862,NGF-beta,100,ng/ml,7823.908,6493.157,7186.874,18265.638,15974.852,22019.689,,
50576,184B5,200862,NGF-beta,1,ng/ml,6933.144,4441.15,6414.616,7938.546,7367.18,8718.73,,
50576,184B5,200862,NGF-beta,100,ng/ml,6567.499,5609.591,6428.948,8695.561,8095.596,10190.767,,
50578,HCC1187,200862,NGF-beta,1,ng/ml,14082.744,13424.148,14636.082,248.314,248.314,248.314,,
50578,HCC1187,200862,NGF-beta,100,ng/ml,14562.106,11575.6,12226.869,248.314,248.314,653.037,,
50579,HCC1500,200862,NGF-beta,1,ng/ml,3095.474,3561.452,2836.86,3077.164,3077.164,3077.164,,
50579,HCC1500,200862,NGF-beta,100,ng/ml,2953.058,2936.012,3385.267,3077.164,3077.164,3077.164,,
50583,MCF 10A,200862,NGF-beta,1,ng/ml,3584.1,2565.228,3333.476,3042.937,1756.186,1606.384,,
50583,MCF 10A,200862,NGF-beta,100,ng/ml,2724.432,3140.097,3078.295,2206.984,848.925,2366.543,,
50584,MCF 10F,200862,NGF-beta,1,ng/ml,2607.414,1918.599,1389.895,407.425,407.425,407.425,,
50584,MCF 10F,200862,NGF-beta,100,ng/ml,4158.178,599.698,1741.434,407.425,407.425,714.182,,
51089,MCF12A,200862,NGF-beta,1,ng/ml,3015.713,1968.673,1113.7,7826.42,6543.64,8360.778,,
51089,MCF12A,200862,NGF-beta,100,ng/ml,2121.486,1221.387,2230.2,7978.662,9043.384,10231.335,,
50029,MCF7,200857,PDGF-BB,1,ng/ml,1416.234,1483.486,1441.309,248.778,248.778,248.778,,
50029,MCF7,200857,PDGF-BB,100,ng/ml,1386.962,889.109,1427.145,248.778,248.778,248.778,,
50057,SK-BR-3,200857,PDGF-BB,1,ng/ml,10392.427,8441.525,9046.028,2173.008,2173.008,2173.008,,
50057,SK-BR-3,200857,PDGF-BB,100,ng/ml,9072.385,8639.72,9246.442,2173.008,2173.008,3429.988,,
50058,MDA-MB-231,200857,PDGF-BB,1,ng/ml,867.164,547.073,547.073,248.661,31.585,31.585,,
50058,MDA-MB-231,200857,PDGF-BB,100,ng/ml,1397.196,547.073,1425.052,825.154,31.585,31.585,,
50091,AU565,200857,PDGF-BB,1,ng/ml,9378.28,8875.43,9192.769,10981.69,9623.365,8803.82,,
50091,AU565,200857,PDGF-BB,100,ng/ml,9011.335,7616.606,10801.889,10629.16,5640.456,10968.145,,
50105,BT-20,200857,PDGF-BB,1,ng/ml,6646.596,7700.167,7400.076,205.62,708.121,543.976,,
50105,BT-20,200857,PDGF-BB,100,ng/ml,7552.364,7964.933,9056.969,861.655,538.721,1661.916,,
50106,BT-474,200857,PDGF-BB,1,ng/ml,17716.975,7240.985,21217.044,9134.735,4601.651,7617.698,,
50106,BT-474,200857,PDGF-BB,100,ng/ml,15832.18,17132.842,20772.264,8385.805,7808.263,8735.947,,
50107,BT-483,200857,PDGF-BB,1,ng/ml,2888.533,2349.87,2231.46,281.972,281.972,281.972,,
50107,BT-483,200857,PDGF-BB,100,ng/ml,2464.095,2141.734,2872.609,281.972,281.972,281.972,,
50108,BT-549,200857,PDGF-BB,1,ng/ml,9987.664,10058.103,10050.276,2539.169,2647.081,2500.776,,
50108,BT-549,200857,PDGF-BB,100,ng/ml,11474.32,10183.426,11026.836,2759.797,3116.803,3770.826,,
50131,CAMA-1,200857,PDGF-BB,1,ng/ml,4718.915,3934.958,4421.415,70.213,70.213,70.213,,
50131,CAMA-1,200857,PDGF-BB,100,ng/ml,5095.452,4219.975,4364.104,70.213,70.213,237.267,,
50206,HCC1395,200857,PDGF-BB,1,ng/ml,11236.299,10986.177,10402.389,2294.372,2294.372,2294.372,,
50206,HCC1395,200857,PDGF-BB,100,ng/ml,11795.486,10699.537,10701.971,2294.372,2294.372,2294.372,,
