Cell Line HMS LINCS ID,Cell Line Name,Protein HMS LINCS ID,Protein Name,Ligand Concentration,Conc unit,Measured pAkt:10min (a.u.),Measured pAkt:30min (a.u.),Measured pAkt:90min (a.u.),Measured pErk:10min (a.u.),Measured pErk:30min (a.u.),Measured pErk:90min (a.u.),Measured LigRespELISA pAKT (a.u.),Measured LigRespELISA pERK (a.u.)
51089,MCF12A,200850,EGF,1,ng/ml,2075.894,1924.945,2202.508,7564.023,9392.173,12338.691,,
51089,MCF12A,200850,EGF,100,ng/ml,4467.585,2577.69,1636.379,20797.897,18381.422,18795.9,,
50029,MCF7,200851,EPR,1,ng/ml,889.109,889.109,2238.91,1848.922,248.778,849.024,,
50029,MCF7,200851,EPR,100,ng/ml,889.109,889.109,889.109,7130.304,3929.971,3716.65,,
50057,SK-BR-3,200851,EPR,1,ng/ml,15985.876,16572.503,7941.273,37803.54,33241.448,24332.689,,
50057,SK-BR-3,200851,EPR,100,ng/ml,35418.18,37966.278,21723.11,44132.445,41982.107,30431.299,,
50058,MDA-MB-231,200851,EPR,1,ng/ml,2014.055,547.073,1486.119,3186.19,3696.759,1433.117,,
50058,MDA-MB-231,200851,EPR,100,ng/ml,6614.871,1544.994,1912.373,18866.556,11997.182,8454.604,,
50091,AU565,200851,EPR,1,ng/ml,9380.545,13988.305,7062.225,34654.611,38608.576,28681.904,,
50091,AU565,200851,EPR,100,ng/ml,22376.162,32149.462,19313.76,44965.771,48969.511,35922.692,,
50105,BT-20,200851,EPR,1,ng/ml,16195.683,16121.333,13794.505,28268.808,27232.577,21474.864,,
50105,BT-20,200851,EPR,100,ng/ml,16371.521,17739.986,15514.534,29353.827,28411.27,23815.491,,
50106,BT-474,200851,EPR,1,ng/ml,18707.478,19897.084,18236.627,16701.791,13266.515,15526.517,,
50106,BT-474,200851,EPR,100,ng/ml,35107.097,30100.862,30808.298,39718.178,29656.314,20445.152,,
50107,BT-483,200851,EPR,1,ng/ml,3275.816,2952.026,3557.142,1505.443,281.972,281.972,,
50107,BT-483,200851,EPR,100,ng/ml,3041.854,2923.342,3039.2,17933.734,4913.349,3670.501,,
50108,BT-549,200851,EPR,1,ng/ml,8882.748,9170.864,9243.455,2842.895,1479.583,2240.446,,
50108,BT-549,200851,EPR,100,ng/ml,17117.274,10858.761,11959.078,16567.402,8512.837,8536.341,,
50131,CAMA-1,200851,EPR,1,ng/ml,5106.071,4648.796,5340.342,118.632,70.213,595.759,,
50131,CAMA-1,200851,EPR,100,ng/ml,5341.477,5498.82,5639.545,4550.488,3435.358,2984.463,,
50206,HCC1395,200851,EPR,1,ng/ml,12813.656,11503.848,12426.557,2294.372,2294.372,2294.372,,
50206,HCC1395,200851,EPR,100,ng/ml,20755.154,22009.479,19480.455,24389.569,13102.868,8347.26,,
50207,HCC1419,200851,EPR,1,ng/ml,37490.682,27502.646,14800.019,24508.915,19788.451,22069.961,,
50207,HCC1419,200851,EPR,100,ng/ml,40173,31750.834,23477.571,32211.126,23992.782,26530.236,,
50208,HCC1428,200851,EPR,1,ng/ml,1040.119,1040.119,1040.119,103.861,103.861,103.861,,
50208,HCC1428,200851,EPR,100,ng/ml,1040.119,1040.119,1040.119,25774.805,10079.16,8781.067,,
50210,HCC1569,200851,EPR,1,ng/ml,23618.453,26002.887,22989.119,15721.851,11430.601,13333.271,,
50210,HCC1569,200851,EPR,100,ng/ml,46185.018,56492.505,42275.727,33891.129,36491.701,26639.543,,
50211,HCC1806,200851,EPR,1,ng/ml,12164.541,17934.555,21378.061,40419.015,40135.225,28230.164,,
50211,HCC1806,200851,EPR,100,ng/ml,17146.691,31887.927,29938.591,60418.937,58776.436,46851.417,,
50212,HCC1937,200851,EPR,1,ng/ml,4820.507,2751.539,3733.095,12909.736,3379.024,5424.814,,
50212,HCC1937,200851,EPR,100,ng/ml,11784.651,8726.643,8570.37,34224.455,26443.098,24416.626,,
50213,HCC1954,200851,EPR,1,ng/ml,3657.293,2637.382,4220.6,27577.111,17114.855,19143.831,,
50213,HCC1954,200851,EPR,100,ng/ml,8398.063,7296.685,7625.08,42492.876,36472.584,33877.138,,
50214,HCC202,200851,EPR,1,ng/ml,58150.499,56447.102,55854.992,15456.077,14072.315,15036.153,,
50214,HCC202,200851,EPR,100,ng/ml,65401.795,69001.494,57716.662,37715.096,38271.016,27047.877,,
50216,HCC38,200851,EPR,1,ng/ml,3499.788,2924.212,3562.101,3852.364,4384.719,2840.41,,
50216,HCC38,200851,EPR,100,ng/ml,8915.128,6638.251,5075.145,45875.324,29541.586,19538.303,,
50219,HCC70,200851,EPR,1,ng/ml,25531.164,24554.872,28005.071,20478.265,7477.284,8590.267,,
50219,HCC70,200851,EPR,100,ng/ml,35731.083,43729.421,43076.774,40005.467,24692.206,21225.686,,
50238,Hs 578T,200851,EPR,1,ng/ml,4237.248,3689.33,3625.97,5699.94,4123.626,4307.737,,
50238,Hs 578T,200851,EPR,100,ng/ml,33421.38,26204.616,26610.066,47187.199,26975.577,24474.477,,
50327,MDA-MB-134-VI,200851,EPR,1,ng/ml,842.221,842.221,842.221,2102.109,1463.382,1827.3,,
50327,MDA-MB-134-VI,200851,EPR,100,ng/ml,842.221,842.221,842.221,1342.195,1062.3,1440.102,,
50328,MDA-MB-157,200851,EPR,1,ng/ml,1069.932,1069.932,1069.932,252.457,252.457,252.457,,
50328,MDA-MB-157,200851,EPR,100,ng/ml,1069.932,1069.932,1069.932,5242.836,5819.831,4829.901,,
50329,MDA-MB-175-VII,200851,EPR,1,ng/ml,12451.108,13023.753,11808.19,24658.47,24269.415,21872.365,,
50329,MDA-MB-175-VII,200851,EPR,100,ng/ml,12045.11,11591.242,11884.698,25487.7,23288.865,25296.306,,
50331,MDA-MB-361,200851,EPR,1,ng/ml,2591.942,2370.577,2217.301,272.705,166.17,1406.037,,
50331,MDA-MB-361,200851,EPR,100,ng/ml,2411.797,3079.048,2287.425,896.422,1535.609,614.103,,
50332,MDA-MB-415,200851,EPR,1,ng/ml,28646.792,27348.507,28887.491,293.99,43.437,43.437,,
50332,MDA-MB-415,200851,EPR,100,ng/ml,27840.068,30197.248,30730.57,43.437,43.437,43.437,,
50333,MDA-MB-436,200851,EPR,1,ng/ml,5120.515,4510.609,3926.226,2360.487,2360.487,2360.487,,
50333,MDA-MB-436,200851,EPR,100,ng/ml,7036.234,6028.198,5364.682,12845.446,11254.962,11380.085,,
50334,MDA-MB-453,200851,EPR,1,ng/ml,6793.048,6465.226,6430.782,2672.903,2207.731,2460.331,,
50334,MDA-MB-453,200851,EPR,100,ng/ml,9350.16,8821.818,7273.451,7615.382,6050.299,3585.168,,
50335,MDA-MB-468,200851,EPR,1,ng/ml,48157.34,48265.829,50311.185,42196.62,41339.162,36548.794,,
50335,MDA-MB-468,200851,EPR,100,ng/ml,54712.346,60249.067,50162.549,52909.157,49577.76,39059.306,,
50541,T47D,200851,EPR,1,ng/ml,7149.533,6882.242,7697.887,4712.799,3406.524,4862.057,,
50541,T47D,200851,EPR,100,ng/ml,17694.853,16134.234,16323.561,38328.249,31395.491,30055.638,,
50556,UACC-812,200851,EPR,1,ng/ml,4120.574,3793.189,3739.869,27679.386,26440.819,27854.698,,
50556,UACC-812,200851,EPR,100,ng/ml,4385.505,5105.967,6968.739,45490.334,42755.598,41359.721,,
50557,UACC-893,200851,EPR,1,ng/ml,31734.607,29220.318,32929.733,3301.747,2073.098,3240.582,,
50557,UACC-893,200851,EPR,100,ng/ml,34178.003,39157.929,26267.52,6144.551,7043.91,3273.511,,
50574,ZR-75-1,200851,EPR,1,ng/ml,4258.461,4605.276,3579.687,2602.519,4207.782,2909.931,,
50574,ZR-75-1,200851,EPR,100,ng/ml,9745.457,6398.491,5025.213,33725.171,19664.876,11662.255,,
50575,ZR-75-30,200851,EPR,1,ng/ml,6390.276,7661.297,6767.304,17170.473,17899.158,16422.455,,
50575,ZR-75-30,200851,EPR,100,ng/ml,7695.429,8372.689,19276.996,16451.095,15532.22,21734.967,,
50576,184B5,200851,EPR,1,ng/ml,6273.597,4839.283,5092.257,10466.827,10459.888,8010.133,,
50576,184B5,200851,EPR,100,ng/ml,24008.348,8202.869,6809.006,39766.908,30615.212,34256.42,,
50578,HCC1187,200851,EPR,1,ng/ml,15454.324,15840.548,17796.889,4729.92,1687.261,3175.649,,
50578,HCC1187,200851,EPR,100,ng/ml,42669.503,36513.735,33907.958,24320.713,20329.485,17455.928,,
50579,HCC1500,200851,EPR,1,ng/ml,1244.241,1244.241,1909.194,3077.164,3077.164,3077.164,,
50579,HCC1500,200851,EPR,100,ng/ml,1244.241,1244.241,2085.056,3077.164,3077.164,3077.164,,
50583,MCF 10A,200851,EPR,1,ng/ml,5518.745,3597.628,3045.686,12818.418,6502.357,3389.934,,
50583,MCF 10A,200851,EPR,100,ng/ml,16481.26,9218.722,8109.284,28134.903,20019.916,13011.518,,
50584,MCF 10F,200851,EPR,1,ng/ml,3245.374,2660.336,2565.862,2749.392,1033.044,952.48,,
50584,MCF 10F,200851,EPR,100,ng/ml,2184.761,2928.668,2574.855,20520.524,14013.496,10641.325,,
51089,MCF12A,200851,EPR,1,ng/ml,2834.183,2350.661,2172.673,5303.558,5323.843,6179.266,,
51089,MCF12A,200851,EPR,100,ng/ml,1808.307,1921.868,2393.269,10122.049,11137.666,13357.56,,
50029,MCF7,200860,FGF-1,1,ng/ml,1343.421,1377.205,889.109,17203.219,10364.522,16681.85,,
50029,MCF7,200860,FGF-1,100,ng/ml,889.109,889.109,1974.833,30804.885,25717.001,30215.062,,
50057,SK-BR-3,200860,FGF-1,1,ng/ml,11691.855,10297.179,9097.828,13222.135,8774.549,7198.499,,
50057,SK-BR-3,200860,FGF-1,100,ng/ml,9707.289,9775.92,9265.1,14838.998,2173.008,2173.008,,
50058,MDA-MB-231,200860,FGF-1,1,ng/ml,2348.904,2652.587,547.073,138.388,1784.114,3796.305,,
50058,MDA-MB-231,200860,FGF-1,100,ng/ml,547.073,547.073,547.073,13304.535,4591.806,3522.648,,
50091,AU565,200860,FGF-1,1,ng/ml,8433.397,9350.872,8281.863,15598.722,13351.704,11722.682,,
50091,AU565,200860,FGF-1,100,ng/ml,7290.885,10754.549,9174.308,17731.719,10322.1,10200.759,,
50105,BT-20,200860,FGF-1,1,ng/ml,10136.108,9341.36,8112.848,8622.782,3862.793,2708.593,,
50105,BT-20,200860,FGF-1,100,ng/ml,10035.853,7722.819,9140.066,12335.466,2143.805,1689.88,,
50106,BT-474,200860,FGF-1,1,ng/ml,19398.864,21595.116,21068.32,13844.836,10202.896,13237.476,,
50106,BT-474,200860,FGF-1,100,ng/ml,19272.685,21150.058,21277.442,20075.599,11517.012,11959.416,,
50107,BT-483,200860,FGF-1,1,ng/ml,3050.633,3324.711,2904.56,5787.473,2611.654,4062.165,,
50107,BT-483,200860,FGF-1,100,ng/ml,3108,3345.127,2545.553,20263.542,7270.589,6793.462,,
50108,BT-549,200860,FGF-1,1,ng/ml,10726.981,11031.826,10656.835,7496.765,6252.006,6926.873,,
50108,BT-549,200860,FGF-1,100,ng/ml,11950.86,10226.178,9620.109,11023.318,3231.187,2422.443,,
50131,CAMA-1,200860,FGF-1,1,ng/ml,5442.481,6614.567,8352.065,2192.909,1263.861,6773.237,,
50131,CAMA-1,200860,FGF-1,100,ng/ml,5797.941,6293.234,4695.407,10781.562,2822.184,3342.016,,
50206,HCC1395,200860,FGF-1,1,ng/ml,11719.116,13341.449,14740.825,3995.327,5136.54,5234.201,,
50206,HCC1395,200860,FGF-1,100,ng/ml,12900.66,13479.58,11718.091,8065.43,2294.372,2294.372,,
50207,HCC1419,200860,FGF-1,1,ng/ml,35822.641,32718.46,27867.712,27244.96,25313.428,24535.327,,
50207,HCC1419,200860,FGF-1,100,ng/ml,31364.04,14681.697,23477.891,32744.18,12634.125,26035.302,,
50208,HCC1428,200860,FGF-1,1,ng/ml,1040.119,1040.119,1040.119,16528.568,7232.496,9282.671,,
50208,HCC1428,200860,FGF-1,100,ng/ml,1040.119,1040.119,1040.119,30065.102,3291.241,3398.292,,
50210,HCC1569,200860,FGF-1,1,ng/ml,27128.106,28346.127,23535.126,12539.998,14173.243,17134.344,,
50210,HCC1569,200860,FGF-1,100,ng/ml,32168.333,27114.557,21991.239,27225.857,13140.328,9802.484,,
50211,HCC1806,200860,FGF-1,1,ng/ml,8660.724,11007.292,12415.945,19921.068,21037,16426.26,,
50211,HCC1806,200860,FGF-1,100,ng/ml,11572.389,13652.112,12168.764,39330.667,30859.033,22759.834,,
50212,HCC1937,200860,FGF-1,1,ng/ml,3822.309,3487.706,2496.007,11713.761,4414.714,8760.768,,
50212,HCC1937,200860,FGF-1,100,ng/ml,4653.205,3287.416,3070.978,23828.283,5217.15,5997.608,,
50213,HCC1954,200860,FGF-1,1,ng/ml,4105.718,3064.608,3811.142,16440.401,11178.1,9327.099,,
50213,HCC1954,200860,FGF-1,100,ng/ml,2979.607,3140.624,2914.695,12874.735,7335.28,7884.687,,
50214,HCC202,200860,FGF-1,1,ng/ml,69743.046,69557.584,61837.621,6536.08,5801.408,5157.29,,
50214,HCC202,200860,FGF-1,100,ng/ml,70234.239,57816.389,62953.373,8012.915,2943.689,4697.78,,
50216,HCC38,200860,FGF-1,1,ng/ml,4016.344,4769.506,5433.085,21571.192,17706.379,24848.5,,
50216,HCC38,200860,FGF-1,100,ng/ml,4948.411,4410.644,3773.941,37914.722,10130.558,5289.264,,
50219,HCC70,200860,FGF-1,1,ng/ml,10726.948,11029.685,10042.161,1323.576,976.297,746.235,,
50219,HCC70,200860,FGF-1,100,ng/ml,10289.949,10442.355,9144.145,1303.238,389.868,389.868,,
50238,Hs 578T,200860,FGF-1,1,ng/ml,4238.174,5733.808,7485.477,9367.6,11093.997,20155.02,,
50238,Hs 578T,200860,FGF-1,100,ng/ml,22760.934,11497.27,6293.027,61906.301,30496.888,22109.525,,
50327,MDA-MB-134-VI,200860,FGF-1,1,ng/ml,842.221,842.221,842.221,3701.05,4738.166,5852.542,,
50327,MDA-MB-134-VI,200860,FGF-1,100,ng/ml,842.221,842.221,842.221,12211.205,9560.007,7206.598,,
50328,MDA-MB-157,200860,FGF-1,1,ng/ml,1069.932,1069.932,1069.932,9357.11,11902.251,8288.566,,
50328,MDA-MB-157,200860,FGF-1,100,ng/ml,1069.932,1069.932,1069.932,14353.073,2645.271,252.457,,
50329,MDA-MB-175-VII,200860,FGF-1,1,ng/ml,12287.525,13967.207,12319.545,24645.85,26895.311,24280.578,,
50329,MDA-MB-175-VII,200860,FGF-1,100,ng/ml,12289.322,11605.402,12733.574,25824.703,26121.077,25053.004,,
50331,MDA-MB-361,200860,FGF-1,1,ng/ml,1891.41,2291.394,1913.089,2282.145,2577.302,2820.953,,
50331,MDA-MB-361,200860,FGF-1,100,ng/ml,2038.783,2079.698,1603.686,3589.622,1127.75,166.17,,
50332,MDA-MB-415,200860,FGF-1,1,ng/ml,32658.779,34508.599,27714.385,2543.943,1564.37,3954.952,,
50332,MDA-MB-415,200860,FGF-1,100,ng/ml,42447.04,33227.118,26360.051,13743.621,3377.237,1157.224,,
50333,MDA-MB-436,200860,FGF-1,1,ng/ml,3960.156,5512.904,5422.392,10779.202,9233.007,11689.788,,
50333,MDA-MB-436,200860,FGF-1,100,ng/ml,4464.379,4102.74,3989.165,13368.493,8140.696,5637.809,,
50334,MDA-MB-453,200860,FGF-1,1,ng/ml,6435.314,6350.715,6548.717,2232.595,2295.983,2070.487,,
50334,MDA-MB-453,200860,FGF-1,100,ng/ml,8654.332,7821.231,6613.476,8961.939,6035.35,2732.73,,
50335,MDA-MB-468,200860,FGF-1,1,ng/ml,26996.768,24557.194,21683.869,11370.271,10195.619,10428.38,,
50335,MDA-MB-468,200860,FGF-1,100,ng/ml,26640.347,22842.924,21152.253,16258.097,6389.485,7033.015,,
50541,T47D,200860,FGF-1,1,ng/ml,7223.445,7457.155,9458.997,20559.768,10211.15,19428.687,,
50541,T47D,200860,FGF-1,100,ng/ml,8565.928,7611.912,6683.462,32975.107,11929.461,11253.218,,
50556,UACC-812,200860,FGF-1,1,ng/ml,3403.451,3922.12,4118.61,26660.481,24713.916,26760.712,,
50556,UACC-812,200860,FGF-1,100,ng/ml,3588.059,3513.921,3615.946,28099.756,26431.679,27401.603,,
50557,UACC-893,200860,FGF-1,1,ng/ml,32926.311,29363.386,34472.16,2073.098,2073.098,2073.098,,
50557,UACC-893,200860,FGF-1,100,ng/ml,29795.587,36248.329,21092.772,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200860,FGF-1,1,ng/ml,5734.866,5832.75,4913.783,19440.646,15408.966,22747.336,,
50574,ZR-75-1,200860,FGF-1,100,ng/ml,10970.163,5846.296,5619.067,48822.598,24905.569,15532.95,,
50575,ZR-75-30,200860,FGF-1,1,ng/ml,6601.28,7746.26,6814.6,16673.972,18134.895,17409.505,,
50575,ZR-75-30,200860,FGF-1,100,ng/ml,5108.894,5839.667,8905.501,15204.147,13697.07,18864.099,,
50576,184B5,200860,FGF-1,1,ng/ml,8993.084,6200.818,5545.492,23009.524,19135.063,16002.293,,
50576,184B5,200860,FGF-1,100,ng/ml,9432.145,5246.175,4526.59,31758.82,13047.81,13320.853,,
50578,HCC1187,200860,FGF-1,1,ng/ml,27804.185,34170.607,50164.16,9443.057,8487.098,15244.231,,
50578,HCC1187,200860,FGF-1,100,ng/ml,62144.565,55558.611,43207.905,25726.962,17199.67,10087.377,,
50579,HCC1500,200860,FGF-1,1,ng/ml,1925.27,1921.602,1244.241,7091.106,3077.164,9776.773,,
50579,HCC1500,200860,FGF-1,100,ng/ml,1244.241,1244.241,1244.241,16301.302,8138.033,3077.164,,
50583,MCF 10A,200860,FGF-1,1,ng/ml,5381.756,3873.457,4073.244,11061.571,5556.59,4590.612,,
50583,MCF 10A,200860,FGF-1,100,ng/ml,5244.91,3645.759,4460.144,15541.418,3989.053,3575.236,,
50584,MCF 10F,200860,FGF-1,1,ng/ml,2120.158,3054.152,3075.031,407.425,739.239,407.425,,
50584,MCF 10F,200860,FGF-1,100,ng/ml,2814.348,2058.037,2330.71,5338.613,407.425,407.425,,
51089,MCF12A,200860,FGF-1,1,ng/ml,2281.013,2758.475,2106.475,13455.802,14668.129,16432.555,,
51089,MCF12A,200860,FGF-1,100,ng/ml,1710.688,2001.585,1065.403,19487.586,12380.84,11143.526,,
50029,MCF7,200861,FGF-2,1,ng/ml,1482.017,1832.671,2382.017,25742.277,14217.578,17829.43,,
50029,MCF7,200861,FGF-2,100,ng/ml,889.109,889.109,2402.581,27887.185,18529.206,17396.065,,
50057,SK-BR-3,200861,FGF-2,1,ng/ml,12510.341,12153.746,10464.321,9564.356,7915.896,7014.292,,
50057,SK-BR-3,200861,FGF-2,100,ng/ml,11344.393,10891.765,10881.98,18474.161,6922.64,7193.938,,
50058,MDA-MB-231,200861,FGF-2,1,ng/ml,547.073,547.073,547.073,1465.108,31.585,31.585,,
50058,MDA-MB-231,200861,FGF-2,100,ng/ml,547.073,547.073,1639.079,2662.576,1753.164,836.049,,
50091,AU565,200861,FGF-2,1,ng/ml,7084.309,8952.443,9622.117,15035.801,10751.759,9769.246,,
50091,AU565,200861,FGF-2,100,ng/ml,6769.915,10654.998,9119.946,19251.952,11419.099,9678.306,,
50105,BT-20,200861,FGF-2,1,ng/ml,7791.001,7933.646,7602.267,1709.778,816.867,187.195,,
50105,BT-20,200861,FGF-2,100,ng/ml,8933.501,7525.786,7668.767,4446.256,1177.317,923.663,,
50106,BT-474,200861,FGF-2,1,ng/ml,19617.357,19472.437,21510.131,14603.705,11866.14,15845.671,,
50106,BT-474,200861,FGF-2,100,ng/ml,21743.283,21732.985,20100.083,25769.552,18748.738,15471.674,,
50107,BT-483,200861,FGF-2,1,ng/ml,3642.172,3181.496,3969.637,14477.703,4981.808,6965.03,,
50107,BT-483,200861,FGF-2,100,ng/ml,3716.179,4156.847,3206.607,22321.801,11159.431,9292.593,,
50108,BT-549,200861,FGF-2,1,ng/ml,10164.055,9471.502,10246.234,6467.354,5987.189,7233.457,,
50108,BT-549,200861,FGF-2,100,ng/ml,11040.043,8982.635,9877.798,13447.723,7404.457,5008.319,,
50131,CAMA-1,200861,FGF-2,1,ng/ml,7279.767,6412.883,7268.418,2962.15,2524.535,15616.339,,
50131,CAMA-1,200861,FGF-2,100,ng/ml,7570.458,7606.612,10049.599,24998.417,22232.731,17322.964,,
50206,HCC1395,200861,FGF-2,1,ng/ml,13558.384,13320.435,15241.581,7015.285,6617.55,5479.589,,
50206,HCC1395,200861,FGF-2,100,ng/ml,13284.557,14294.142,16615.842,10879.348,5962.341,3450.05,,
50207,HCC1419,200861,FGF-2,1,ng/ml,34273.865,30952.641,26479.422,24277.573,24813.499,21578.93,,
50207,HCC1419,200861,FGF-2,100,ng/ml,31411.171,29247.934,25282.212,31072.775,26876.749,26110.23,,
50208,HCC1428,200861,FGF-2,1,ng/ml,1040.119,1040.119,1040.119,13658.206,6648.677,10362.406,,
50208,HCC1428,200861,FGF-2,100,ng/ml,1040.119,1040.119,1040.119,35420.927,11196.604,11083.28,,
50210,HCC1569,200861,FGF-2,1,ng/ml,22285.309,26586.719,23986.373,14628.572,12369.672,14292.666,,
50210,HCC1569,200861,FGF-2,100,ng/ml,29078.757,28597.438,26849.777,26105.183,17141.671,14951.29,,
50211,HCC1806,200861,FGF-2,1,ng/ml,8133.238,7936.602,12352.863,10359.533,14255.09,18594.371,,
50211,HCC1806,200861,FGF-2,100,ng/ml,10543.943,12490.904,12681.337,31905.503,28538.661,22346.937,,
50212,HCC1937,200861,FGF-2,1,ng/ml,2787.087,2322.699,2984.126,1749.606,1106.884,1257.54,,
50212,HCC1937,200861,FGF-2,100,ng/ml,3185.007,2775.369,3149.459,14337.254,3106.974,2671.504,,
50213,HCC1954,200861,FGF-2,1,ng/ml,4327.508,1371.749,4698.1,21973.664,12516.85,13907.237,,
50213,HCC1954,200861,FGF-2,100,ng/ml,3883.524,3278.322,5796.045,28096.554,14949.124,13300.87,,
50214,HCC202,200861,FGF-2,1,ng/ml,69575.743,67007.351,63117.897,5920.947,4972.649,3951.789,,
50214,HCC202,200861,FGF-2,100,ng/ml,68641.286,64729.903,65189.639,9105.452,5780.896,4928.353,,
50216,HCC38,200861,FGF-2,1,ng/ml,4185.104,5006.508,4816.538,25762.701,16637.742,22628.05,,
50216,HCC38,200861,FGF-2,100,ng/ml,4500.36,4668.856,3926.628,38157.117,20398.71,16728.499,,
50219,HCC70,200861,FGF-2,1,ng/ml,10084.496,11284.903,10290.468,389.868,613.767,389.868,,
50219,HCC70,200861,FGF-2,100,ng/ml,10836.154,10635.712,10069.463,389.868,389.868,389.868,,
50238,Hs 578T,200861,FGF-2,1,ng/ml,7297.526,8592.89,11429.093,22815.25,25838.503,30486.764,,
50238,Hs 578T,200861,FGF-2,100,ng/ml,22711.376,12851.64,7900.745,59346.884,34109.118,23672.174,,
50327,MDA-MB-134-VI,200861,FGF-2,1,ng/ml,842.221,842.221,842.221,4186.454,3828.999,5316.33,,
50327,MDA-MB-134-VI,200861,FGF-2,100,ng/ml,842.221,842.221,842.221,12323.654,9524.399,7488.827,,
50328,MDA-MB-157,200861,FGF-2,1,ng/ml,1069.932,1069.932,1069.932,10635.687,9352.229,8036.085,,
50328,MDA-MB-157,200861,FGF-2,100,ng/ml,1069.932,1069.932,1069.932,18961.4,10033.732,7014.489,,
50329,MDA-MB-175-VII,200861,FGF-2,1,ng/ml,12490.524,13776.995,13099.944,26448.636,23103.882,23316.669,,
50329,MDA-MB-175-VII,200861,FGF-2,100,ng/ml,12416.447,14288.244,13852.868,26185.079,24204.48,25249.412,,
50331,MDA-MB-361,200861,FGF-2,1,ng/ml,2192.569,1668.518,2055.577,3081.204,1434.213,2891.661,,
50331,MDA-MB-361,200861,FGF-2,100,ng/ml,2478.359,2010.591,1688.975,6271.037,3517.029,2545.597,,
50332,MDA-MB-415,200861,FGF-2,1,ng/ml,35480.15,38906.791,39556.135,978.139,1106.361,2780.999,,
50332,MDA-MB-415,200861,FGF-2,100,ng/ml,41483.841,40405.928,39998.994,12352.637,7043.873,6236.71,,
50333,MDA-MB-436,200861,FGF-2,1,ng/ml,6237.924,4460.893,5385.08,12512.117,9911.691,12310.728,,
50333,MDA-MB-436,200861,FGF-2,100,ng/ml,7295.778,9554.07,6591.669,17612.614,23207.857,10893.69,,
50334,MDA-MB-453,200861,FGF-2,1,ng/ml,6532.1,6273.568,6337.723,2450.017,1721.895,1672.934,,
50334,MDA-MB-453,200861,FGF-2,100,ng/ml,8340.307,10273.501,9887.063,11290.225,11109.24,8233.791,,
50335,MDA-MB-468,200861,FGF-2,1,ng/ml,24929.449,23650.565,23386.187,7865.474,5553.724,5126.374,,
50335,MDA-MB-468,200861,FGF-2,100,ng/ml,27649.438,23855.08,23296.699,14153.673,5792.29,5522.484,,
50541,T47D,200861,FGF-2,1,ng/ml,8127.136,5693.255,7223.625,11627.322,5814.868,8773.395,,
50541,T47D,200861,FGF-2,100,ng/ml,8443.762,6852.983,7788.905,29257.23,13669.173,10525.283,,
50556,UACC-812,200861,FGF-2,1,ng/ml,3423.188,4114.387,2948.707,25556.986,27822.77,23025.627,,
50556,UACC-812,200861,FGF-2,100,ng/ml,3807.919,3195.865,3278.644,27246.318,25112.755,26315.775,,
50557,UACC-893,200861,FGF-2,1,ng/ml,29216.147,32640.922,31017.552,2073.098,2073.098,2073.098,,
50557,UACC-893,200861,FGF-2,100,ng/ml,23399.836,23907.741,20198.004,2073.098,2073.098,2073.098,,
50574,ZR-75-1,200861,FGF-2,1,ng/ml,4971.756,4614.307,5303.86,17387.944,11999.249,28148.922,,
50574,ZR-75-1,200861,FGF-2,100,ng/ml,13224.536,6486.907,5769.97,54337.643,33959.277,23835.61,,
50575,ZR-75-30,200861,FGF-2,1,ng/ml,6543.013,7677.388,7725.171,16676.428,18909.993,16952.423,,
50575,ZR-75-30,200861,FGF-2,100,ng/ml,5805.536,7311.453,9918.954,17030.106,16944.158,20674.684,,
50576,184B5,200861,FGF-2,1,ng/ml,5310.513,4488.767,5526.142,10152.485,7965.636,8449.88,,
50576,184B5,200861,FGF-2,100,ng/ml,5437.359,5135.017,5379.629,11889.3,12248.168,9941.858,,
50578,HCC1187,200861,FGF-2,1,ng/ml,23725.515,32550.891,54293.556,9624.76,8006.707,15533.547,,
50578,HCC1187,200861,FGF-2,100,ng/ml,64849.54,65518.704,58750.981,26445.37,22640.472,18835.652,,
50579,HCC1500,200861,FGF-2,1,ng/ml,1907.9,1244.241,1244.241,7495.04,3077.164,10238.681,,
50579,HCC1500,200861,FGF-2,100,ng/ml,1244.241,1930.125,1244.241,18848.313,11981.404,10363.614,,
50583,MCF 10A,200861,FGF-2,1,ng/ml,3292.75,3492.679,2684.56,5409.446,4525.577,2594.883,,
50583,MCF 10A,200861,FGF-2,100,ng/ml,3782.178,2501.861,3338.887,7003.162,2469.213,2673.29,,
50584,MCF 10F,200861,FGF-2,1,ng/ml,2504.257,1777.095,3293.955,3586.459,407.425,407.425,,
50584,MCF 10F,200861,FGF-2,100,ng/ml,2921.743,1839.216,2326.472,4078.723,407.425,407.425,,
51089,MCF12A,200861,FGF-2,1,ng/ml,2623.562,2124.097,2322.41,8526.06,9946.913,11121.373,,
51089,MCF12A,200861,FGF-2,100,ng/ml,3145.777,1953.102,2411.637,17863.487,14379.521,15117.575,,
50029,MCF7,200858,HGF,1,ng/ml,2213.52,1353.179,2184.668,248.778,248.778,248.778,,
50029,MCF7,200858,HGF,100,ng/ml,1500.272,2108.813,2600.77,4277.87,1408.013,248.778,,
50057,SK-BR-3,200858,HGF,1,ng/ml,10625.982,10761.81,10574.183,3504.204,2173.008,4773.11,,
